content,sentiment
mite,Neutral
moi,Neutral
monster,Neutral
mysteri,Neutral
negativealmost,Neutral
negativeargh,Neutral
negativeaw,Neutral
negativebig,Neutral
negativecheck,Neutral
negativedon,Neutral
negativeeveryth,Neutral
negativefel,Neutral
negativefml,Neutral
negativefriday,Neutral
negativel,Neutral
negativelif,Neutral
negativelittl,Neutral
negativelucki,Neutral
negativemov,Neutral
negativeoop,Neutral
negativeour,Neutral
negativeplay,Neutral
negativeprob,Neutral
negativerain,Neutral
negativeright,Neutral
negativesoo,Neutral
negativestomach,Neutral
negativesunburn,Neutral
negativesup,Neutral
negativetook,Neutral
Neutralalmost,Neutral
Neutralani,Neutral
Neutralcool,Neutral
Neutraldear,Neutral
Neutraldon,Neutral
Neutralfinish,Neutral
Neutralhang,Neutral
Neutralheh,Neutral
Neutralmad,Neutral
Neutralohh,Neutral
Neutralwrit,Neutral
newspap,Neutral
nope,Neutral
nyprimari,Neutral
offens,Neutral
olymp,Neutral
oppos,Neutral
oregon,Neutral
pan,Neutral
piano,Neutral
piggi,Neutral
pill,Neutral
pit,Neutral
pitch,Neutral
pledg,Neutral
pocahonta,Neutral
pork,Neutral
porn,Neutral
positiveaft,Neutral
positivealmost,Neutral
positivechil,Neutral
positivecut,Neutral
positivedinn,Neutral
positivefre,Neutral
positivegotta,Neutral
positivemuch,Neutral
positiveoffici,Neutral
positiveour,Neutral
positivephoto,Neutral
positivesad,Neutral
positivestart,Neutral
positivethanx,Neutral
positivetonight,Neutral
postpon,Neutral
potter,Neutral
predict,Neutral
princess,Neutral
priv,Neutral
profit,Neutral
programm,Neutral
proof,Neutral
prop,Neutral
pup,Neutral
quarter,Neutral
rachel,Neutral
rat,Neutral
reaction,Neutral
reali,Neutral
recit,Neutral
refuge,Neutral
rescu,Neutral
roommat,Neutral
ross,Neutral
saf,Neutral
sauc,Neutral
sayin,Neutral
scan,Neutral
score,Neutral
scrub,Neutral
selffund,Neutral
sentenc,Neutral
separ,Neutral
shave,Neutral
shed,Neutral
shift,Neutral
shoulder,Neutral
shouldnât,Neutral
singer,Neutral
sinus,Neutral
skip,Neutral
slam,Neutral
slip,Neutral
sourc,Neutral
spain,Neutral
specif,Neutral
spill,Neutral
stake,Neutral
stif,Neutral
stolen,Neutral
stranger,Neutral
stuf,Neutral
surround,Neutral
tan,Neutral
taught,Neutral
terri,Neutral
thanx,Neutral
thati,Neutral
thei,Neutral
threaten,Neutral
tis,Neutral
tokyo,Neutral
torn,Neutral
toronto,Neutral
toss,Neutral
traff,Neutral
tragedi,Neutral
translat,Neutral
trumppenc,Neutral
turtl,Neutral
una,Neutral
vicious,Neutral
victoria,Neutral
violent,Neutral
volunt,Neutral
waitin,Neutral
wallet,Neutral
wana,Neutral
whore,Neutral
windi,Neutral
wink,Neutral
wreck,Neutral
yah,Neutral
yearbook,Neutral
activ,Neutral
adopt,Neutral
advisor,Neutral
ahour,Neutral
allen,Neutral
altern,Neutral
ant,Neutral
april,Neutral
arrang,Neutral
asian,Neutral
atlanta,Neutral
bat,Neutral
bbc,Neutral
belief,Neutral
bend,Neutral
beta,Neutral
betti,Neutral
birth,Neutral
biz,Neutral
blond,Neutral
bradi,Neutral
brandon,Neutral
brb,Neutral
brexit,Neutral
brook,Neutral
brunch,Neutral
buffalo,Neutral
bytonight,Neutral
cab,Neutral
caucusfortrump,Neutral
chelsea,Neutral
chief,Neutral
choke,Neutral
chore,Neutral
clap,Neutral
clintonâ,Neutral
coke,Neutral
complic,Neutral
conspiraci,Neutral
curl,Neutral
daniel,Neutral
daymom,Neutral
democraci,Neutral
dessert,Neutral
dislik,Neutral
display,Neutral
drummer,Neutral
dull,Neutral
edg,Neutral
explor,Neutral
factori,Neutral
favorit,Neutral
fed,Neutral
fir,Neutral
fone,Neutral
food,Neutral
forth,Neutral
friggin,Neutral
fring,Neutral
frog,Neutral
furnitur,Neutral
fusion,Neutral
fyi,Neutral
god,Neutral
gona,Neutral
gov,Neutral
grandmoth,Neutral
gtgt,Neutral
guilt,Neutral
habit,Neutral
hai,Neutral
hee,Neutral
hereâ,Neutral
hispan,Neutral
hockey,Neutral
hollywood,Neutral
honour,Neutral
hostag,Neutral
howd,Neutral
imo,Neutral
impress,Neutral
inbox,Neutral
incompet,Neutral
injur,Neutral
inlaw,Neutral
inprimari,Neutral
intent,Neutral
ireland,Neutral
ish,Neutral
itali,Neutral
jail,Neutral
januari,Neutral
joint,Neutral
jonathan,Neutral
karma,Neutral
keith,Neutral
knit,Neutral
korean,Neutral
launch,Neutral
laura,Neutral
lemm,Neutral
lili,Neutral
lincoln,Neutral
lindsey,Neutral
linux,Neutral
lisa,Neutral
lovin,Neutral
mag,Neutral
mango,Neutral
martin,Neutral
mccain,Neutral
measur,Neutral
mia,Neutral
milkshak,Neutral
mirror,Neutral
mitchel,Neutral
model,Neutral
nake,Neutral
negativeagre,Neutral
negativebabi,Neutral
negativebgt,Neutral
negativedi,Neutral
negativedog,Neutral
negativeenjoy,Neutral
negativefinish,Neutral
negativegirl,Neutral
negativeheh,Neutral
negativeheyi,Neutral
negativehurt,Neutral
negativekil,Neutral
negativemom,Neutral
negativenic,Neutral
negativenooo,Neutral
negativepeopl,Neutral
negativepretti,Neutral
negativereadi,Neutral
negativese,Neutral
negativesist,Neutral
negativesound,Neutral
negativesuch,Neutral
negativesuppos,Neutral
negativetel,Neutral
negativeupset,Neutral
negativewho,Neutral
Neutralcal,Neutral
Neutraldownload,Neutral
Neutralhahaha,Neutral
Neutrallet,Neutral
Neutralnight,Neutral
Neutralproblem,Neutral
Neutralsleep,Neutral
Neutralsooo,Neutral
Neutralwer,Neutral
Neutralwok,Neutral
niec,Neutral
nobillnobreak,Neutral
offend,Neutral
onion,Neutral
opportun,Neutral
overcast,Neutral
pal,Neutral
peel,Neutral
perri,Neutral
photograph,Neutral
plurk,Neutral
poison,Neutral
positivealreadi,Neutral
positivealright,Neutral
positivebeauti,Neutral
positivebought,Neutral
positivebtw,Neutral
positivecelebr,Neutral
positivegoodmorn,Neutral
positivehahahaha,Neutral
positivehang,Neutral
positivehmm,Neutral
positivemmm,Neutral
positiveohhh,Neutral
positiveoooh,Neutral
positiveseem,Neutral
positivesom,Neutral
positivespend,Neutral
positivesurpris,Neutral
positivethen,Neutral
positivetir,Neutral
positivetwo,Neutral
pound,Neutral
presidentâ,Neutral
promot,Neutral
pundit,Neutral
puppet,Neutral
quotwhat,Neutral
rabbit,Neutral
rail,Neutral
reinstal,Neutral
remot,Neutral
retard,Neutral
rli,Neutral
routin,Neutral
russian,Neutral
sacrific,Neutral
septemb,Neutral
shin,Neutral
shoutout,Neutral
sight,Neutral
slap,Neutral
smoothi,Neutral
sms,Neutral
snap,Neutral
sob,Neutral
somewh,Neutral
sor,Neutral
soundtrack,Neutral
spare,Neutral
spark,Neutral
spoon,Neutral
stoke,Neutral
stor,Neutral
strong,Neutral
sub,Neutral
subscrib,Neutral
sunni,Neutral
supremacist,Neutral
suspend,Neutral
tank,Neutral
tbt,Neutral
tennesse,Neutral
thread,Neutral
thrown,Neutral
thug,Neutral
tien,Neutral
tmobil,Neutral
toooo,Neutral
tooooo,Neutral
tow,Neutral
transport,Neutral
treatment,Neutral
turkey,Neutral
tweetup,Neutral
uber,Neutral
urg,Neutral
urgh,Neutral
vanilla,Neutral
veggi,Neutral
watchin,Neutral
whip,Neutral
withand,Neutral
woken,Neutral
wrist,Neutral
wud,Neutral
yahoo,Neutral
yard,Neutral
yeh,Neutral
yer,Neutral
yup,Neutral
zone,Neutral
action,Neutral
actor,Neutral
administr,Neutral
advanc,Neutral
alic,Neutral
amnesti,Neutral
anotherhour,Neutral
anthoni,Neutral
argu,Neutral
assembl,Neutral
assist,Neutral
auto,Neutral
automat,Neutral
beast,Neutral
bebo,Neutral
bedroom,Neutral
behalf,Neutral
beliv,Neutral
belong,Neutral
bigot,Neutral
billi,Neutral
bleh,Neutral
blogger,Neutral
bride,Neutral
brit,Neutral
broadcast,Neutral
buri,Neutral
byi,Neutral
cardmoth,Neutral
carpet,Neutral
carson,Neutral
casa,Neutral
cds,Neutral
cellphon,Neutral
chai,Neutral
chain,Neutral
charact,Neutral
cheesi,Neutral
chef,Neutral
cherri,Neutral
chi,Neutral
chin,Neutral
cig,Neutral
clown,Neutral
comm,Neutral
commentari,Neutral
commun,Neutral
compet,Neutral
construct,Neutral
contain,Neutral
cooler,Neutral
corner,Neutral
costum,Neutral
crab,Neutral
crown,Neutral
cruel,Neutral
cryin,Neutral
databas,Neutral
decad,Neutral
deepli,Neutral
default,Neutral
delawar,Neutral
demconvent,Neutral
determin,Neutral
dip,Neutral
distanc,Neutral
dizzi,Neutral
dmv,Neutral
donut,Neutral
dork,Neutral
dougi,Neutral
downstair,Neutral
dozen,Neutral
drum,Neutral
dump,Neutral
editori,Neutral
ego,Neutral
elig,Neutral
emma,Neutral
emo,Neutral
estat,Neutral
eve,Neutral
exchang,Neutral
factor,Neutral
fest,Neutral
flavor,Neutral
flickr,Neutral
flint,Neutral
font,Neutral
forest,Neutral
formonth,Neutral
frozen,Neutral
gah,Neutral
goldman,Neutral
great,Neutral
greater,Neutral
hah,Neutral
harm,Neutral
healthcar,Neutral
highway,Neutral
hil,Neutral
hip,Neutral
hog,Neutral
hood,Neutral
ikea,Neutral
imac,Neutral
import,Neutral
independ,Neutral
inse,Neutral
intend,Neutral
intro,Neutral
invent,Neutral
israel,Neutral
itsam,Neutral
jacket,Neutral
japan,Neutral
japanes,Neutral
jim,Neutral
jog,Neutral
jordan,Neutral
jose,Neutral
juri,Neutral
kevin,Neutral
kirk,Neutral
lastfm,Neutral
lastyear,Neutral
lawsuit,Neutral
layout,Neutral
lebron,Neutral
legaci,Neutral
lit,Neutral
lobbyist,Neutral
loo,Neutral
lung,Neutral
matthew,Neutral
meat,Neutral
mee,Neutral
megyn,Neutral
messeng,Neutral
microsoft,Neutral
mid,Neutral
mitch,Neutral
monkey,Neutral
mothersday,Neutral
mud,Neutral
multipl,Neutral
munch,Neutral
museum,Neutral
mushroom,Neutral
nebraska,Neutral
negativeaft,Neutral
negativeani,Neutral
negativeawwww,Neutral
negativebett,Neutral
negativebit,Neutral
negativebtw,Neutral
negativeby,Neutral
negativecouldnt,Neutral
negativecri,Neutral
negativedammit,Neutral
negativedepress,Neutral
negativefollow,Neutral
negativefound,Neutral
negativeg,Neutral
negativeguy,Neutral
negativehang,Neutral
negativeheard,Neutral
negativekinda,Neutral
negativelong,Neutral
negativesleep,Neutral
negativesom,Neutral
negativeson,Neutral
negativesp,Neutral
negativestop,Neutral
negativewak,Neutral
negativewat,Neutral
neighbour,Neutral
Neutralb,Neutral
Neutralbad,Neutral
Neutralboo,Neutral
Neutralchang,Neutral
Neutralcouldnt,Neutral
Neutraldud,Neutral
Neutraleven,Neutral
Neutralfriend,Neutral
Neutralmust,Neutral
Neutralnah,Neutral
Neutralnev,Neutral
Neutralooh,Neutral
Neutraloooh,Neutral
Neutralout,Neutral
Neutralrain,Neutral
Neutrals,Neutral
Neutralsound,Neutral
Neutralsweet,Neutral
Neutraltook,Neutral
nine,Neutral
noi,Neutral
noo,Neutral
notebook,Neutral
nothin,Neutral
nuestro,Neutral
nyt,Neutral
oklahoma,Neutral
outlook,Neutral
pad,Neutral
panda,Neutral
pap,Neutral
paramor,Neutral
parenthood,Neutral
pastor,Neutral
pattern,Neutral
paycheck,Neutral
perth,Neutral
phew,Neutral
photoshoot,Neutral
pile,Neutral
pin,Neutral
positiveabsolut,Neutral
positiveappar,Neutral
positivebor,Neutral
positivegirl,Neutral
positivegoin,Neutral
positivelittl,Neutral
positiveproud,Neutral
positivesam,Neutral
positivesaysmoth,Neutral
positiveshop,Neutral
positivesick,Neutral
positiveslept,Neutral
positivetak,Neutral
positivetalk,Neutral
positivetel,Neutral
positivethankyou,Neutral
positivetru,Neutral
positivetweet,Neutral
positivewak,Neutral
positivewok,Neutral
pot,Neutral
pregnant,Neutral
premier,Neutral
prior,Neutral
procrastin,Neutral
psycholog,Neutral
quotno,Neutral
quotupquot,Neutral
rang,Neutral
reciev,Neutral
reduc,Neutral
relationship,Neutral
relay,Neutral
remix,Neutral
rep,Neutral
rerun,Neutral
reschedul,Neutral
resort,Neutral
rhode,Neutral
roger,Neutral
rol,Neutral
roug,Neutral
saddest,Neutral
sampl,Neutral
sang,Neutral
sausag,Neutral
sav,Neutral
scotus,Neutral
shud,Neutral
shuffl,Neutral
signal,Neutral
sittin,Neutral
skype,Neutral
sleepin,Neutral
sneak,Neutral
snore,Neutral
somethin,Neutral
starship,Neutral
starwar,Neutral
steven,Neutral
sticker,Neutral
stone,Neutral
strategi,Neutral
stubborn,Neutral
submit,Neutral
tablet,Neutral
tap,Neutral
tarmac,Neutral
tbh,Neutral
tenni,Neutral
tgif,Neutral
thailand,Neutral
thanhour,Neutral
throughout,Neutral
thunderstorm,Neutral
tmr,Neutral
tomato,Neutral
tommorow,Neutral
tonsil,Neutral
tortur,Neutral
tre,Neutral
tuition,Neutral
tweeter,Neutral
twic,Neutral
univ,Neutral
unqualifi,Neutral
upcom,Neutral
various,Neutral
vinegar,Neutral
violat,Neutral
virgin,Neutral
votetrumpnh,Neutral
wale,Neutral
warp,Neutral
wassup,Neutral
wayn,Neutral
wendi,Neutral
whilst,Neutral
whisper,Neutral
whistl,Neutral
whoâ,Neutral
whoever,Neutral
whoop,Neutral
womancard,Neutral
workday,Neutral
writer,Neutral
youfor,Neutral
aboutyear,Neutral
academi,Neutral
ace,Neutral
acoust,Neutral
advert,Neutral
aim,Neutral
ako,Neutral
allah,Neutral
americaamp,Neutral
android,Neutral
annual,Neutral
anticip,Neutral
approv,Neutral
arenât,Neutral
âshe,Neutral
âthis,Neutral
âtim,Neutral
aton,Neutral
attic,Neutral
attitud,Neutral
attract,Neutral
await,Neutral
aye,Neutral
backyard,Neutral
bail,Neutral
balconi,Neutral
bankruptci,Neutral
banquet,Neutral
basketbal,Neutral
bbl,Neutral
beck,Neutral
began,Neutral
behav,Neutral
berri,Neutral
billion,Neutral
blend,Neutral
blink,Neutral
brag,Neutral
breast,Neutral
brewer,Neutral
british,Neutral
brussel,Neutral
bugger,Neutral
bull,Neutral
butterfli,Neutral
cach,Neutral
cartoon,Neutral
castl,Neutral
ceremoni,Neutral
certif,Neutral
cha,Neutral
champion,Neutral
char,Neutral
cheek,Neutral
chili,Neutral
chosen,Neutral
cinnamon,Neutral
circuit,Neutral
citizenship,Neutral
combo,Neutral
comcast,Neutral
commenc,Neutral
communiti,Neutral
condol,Neutral
confess,Neutral
council,Neutral
coursework,Neutral
cred,Neutral
creek,Neutral
crochet,Neutral
cultur,Neutral
curs,Neutral
daisi,Neutral
dare,Neutral
davi,Neutral
dayquot,Neutral
debbi,Neutral
decor,Neutral
dell,Neutral
dev,Neutral
dictat,Neutral
dirt,Neutral
disastr,Neutral
disclosur,Neutral
discov,Neutral
dollhous,Neutral
doom,Neutral
driv,Neutral
drown,Neutral
eagl,Neutral
eastern,Neutral
eddi,Neutral
edinburgh,Neutral
effin,Neutral
electr,Neutral
emili,Neutral
entertain,Neutral
epidem,Neutral
espresso,Neutral
estoyconella,Neutral
everyonemoth,Neutral
evid,Neutral
eww,Neutral
expos,Neutral
extern,Neutral
fabul,Neutral
farewel,Neutral
farmer,Neutral
feellook,Neutral
fifteen,Neutral
fishi,Neutral
ford,Neutral
fort,Neutral
forto,Neutral
freezer,Neutral
ful,Neutral
fundrais,Neutral
giveaway,Neutral
gmail,Neutral
gna,Neutral
goodpay,Neutral
goos,Neutral
gran,Neutral
grant,Neutral
grape,Neutral
graphic,Neutral
grew,Neutral
grrrrr,Neutral
gum,Neutral
hahahahaha,Neutral
hairdress,Neutral
hardwork,Neutral
hatr,Neutral
headphon,Neutral
heartbreak,Neutral
hedg,Neutral
hmmmm,Neutral
homeless,Neutral
hopeless,Neutral
hott,Neutral
hub,Neutral
hunni,Neutral
iâll,Neutral
imax,Neutral
inaccur,Neutral
incid,Neutral
inclus,Neutral
index,Neutral
ineffect,Neutral
infrastructur,Neutral
itbut,Neutral
itch,Neutral
itd,Neutral
itquot,Neutral
jami,Neutral
java,Neutral
jazz,Neutral
jelli,Neutral
jen,Neutral
journalist,Neutral
jst,Neutral
juddday,Neutral
judgment,Neutral
karaok,Neutral
kim,Neutral
kingdom,Neutral
largest,Neutral
lauri,Neutral
lee,Neutral
legit,Neutral
life,Neutral
lightn,Neutral
likey,Neutral
likeyear,Neutral
listenin,Neutral
liv,Neutral
lobster,Neutral
login,Neutral
loooong,Neutral
lovato,Neutral
luca,Neutral
madam,Neutral
maddi,Neutral
makeamericasafeagain,Neutral
mal,Neutral
male,Neutral
marc,Neutral
mega,Neutral
melbourn,Neutral
menu,Neutral
messi,Neutral
method,Neutral
metro,Neutral
mint,Neutral
misrepres,Neutral
mississippi,Neutral
mmmm,Neutral
mode,Neutral
mommoth,Neutral
morgan,Neutral
mothersmoth,Neutral
mucho,Neutral
nacho,Neutral
nan,Neutral
natali,Neutral
nathan,Neutral
negativeagain,Neutral
negativeboo,Neutral
negativebout,Neutral
negativecal,Neutral
negativechang,Neutral
negativeclean,Neutral
negativedefinit,Neutral
negativeeveri,Neutral
negativefeelin,Neutral
negativefreak,Neutral
negativefrustr,Neutral
negativehahah,Neutral
negativehahaha,Neutral
negativehear,Neutral
negativehel,Neutral
negativeholi,Neutral
negativelunch,Neutral
negativemay,Neutral
negativemight,Neutral
negativemoth,Neutral
negativenah,Neutral
negativenoo,Neutral
negativenoooo,Neutral
negativeohhhh,Neutral
negativeran,Neutral
negativesor,Neutral
negativetgif,Neutral
negativethen,Neutral
negativetold,Neutral
negativetweet,Neutral
negoti,Neutral
neighborhood,Neutral
Neutralagain,Neutral
Neutralaha,Neutral
Neutralanoth,Neutral
Neutralbett,Neutral
Neutralcurr,Neutral
Neutraldad,Neutral
Neutralear,Neutral
Neutraleveryth,Neutral
Neutralkeep,Neutral
Neutralleft,Neutral
Neutrallucki,Neutral
Neutralmin,Neutral
Neutralmom,Neutral
Neutralpeopl,Neutral
Neutralprob,Neutral
Neutralsad,Neutral
Neutralsam,Neutral
Neutralschool,Neutral
Neutralshow,Neutral
Neutraltold,Neutral
Neutraltwo,Neutral
Neutralvot,Neutral
Neutralwasnt,Neutral
Neutralyup,Neutral
newcastl,Neutral
newt,Neutral
nextweek,Neutral
nhprimari,Neutral
nikki,Neutral
nintendo,Neutral
nugget,Neutral
nxt,Neutral
obamaâ,Neutral
off,Neutral
onenjoy,Neutral
onlyday,Neutral
onlywa,Neutral
opera,Neutral
oprah,Neutral
otherâ,Neutral
papa,Neutral
pasta,Neutral
patio,Neutral
patrol,Neutral
patron,Neutral
pedicur,Neutral
pensacola,Neutral
pero,Neutral
pittsburgh,Neutral
placement,Neutral
plastic,Neutral
plate,Neutral
playin,Neutral
playlist,Neutral
plot,Neutral
polar,Neutral
pong,Neutral
poppin,Neutral
portland,Neutral
portug,Neutral
positivebank,Neutral
positivebett,Neutral
positivebirthday,Neutral
positiveby,Neutral
positivecal,Neutral
positivecheck,Neutral
positiveclean,Neutral
positivecours,Neutral
positivedefinit,Neutral
positivedrink,Neutral
positiveexcel,Neutral
positivefriend,Neutral
positivefrom,Neutral
positivegav,Neutral
positivegosh,Neutral
positivehel,Neutral
positiveheyi,Neutral
positiveholi,Neutral
positivejustin,Neutral
positivekinda,Neutral
positivemeet,Neutral
positivemin,Neutral
positivemust,Neutral
positiveoop,Neutral
positiveperfect,Neutral
positivepoor,Neutral
positiveprob,Neutral
positiverelax,Neutral
positiveseri,Neutral
positivesometim,Neutral
positiveson,Neutral
positivesup,Neutral
positivetomorrow,Neutral
positiveumm,Neutral
positivewalk,Neutral
positivewatchin,Neutral
positivewoot,Neutral
pregn,Neutral
prep,Neutral
pric,Neutral
prioriti,Neutral
punk,Neutral
purchas,Neutral
quotmay,Neutral
raid,Neutral
ram,Neutral
rant,Neutral
reader,Neutral
region,Neutral
relea,Neutral
reunion,Neutral
reuter,Neutral
richard,Neutral
rick,Neutral
riot,Neutral
roanok,Neutral
robin,Neutral
rofl,Neutral
sacramento,Neutral
salari,Neutral
salon,Neutral
sand,Neutral
scout,Neutral
selena,Neutral
sess,Neutral
shade,Neutral
shoulda,Neutral
simon,Neutral
skirt,Neutral
sleepov,Neutral
slice,Neutral
sniffl,Neutral
soak,Neutral
sofa,Neutral
softbal,Neutral
softwar,Neutral
sooooooo,Neutral
soulja,Neutral
spoken,Neutral
sprain,Neutral
stamina,Neutral
strep,Neutral
strike,Neutral
string,Neutral
strip,Neutral
stuart,Neutral
stung,Neutral
suicid,Neutral
sun,Neutral
suppo,Neutral
surf,Neutral
taxi,Neutral
teh,Neutral
temperament,Neutral
thehour,Neutral
therefor,Neutral
thinkin,Neutral
thur,Neutral
tick,Neutral
toilet,Neutral
toothach,Neutral
travi,Neutral
turnout,Neutral
tutori,Neutral
twitp,Neutral
tyler,Neutral
ummm,Neutral
undermin,Neutral
unemploy,Neutral
upgrad,Neutral
urban,Neutral
usag,Neutral
valu,Neutral
vanessa,Neutral
vermont,Neutral
veronica,Neutral
vip,Neutral
voteâ,Neutral
votetrumpnv,Neutral
votetrumpsc,Neutral
wander,Neutral
weigh,Neutral
whack,Neutral
whatâ,Neutral
wherev,Neutral
willi,Neutral
wive,Neutral
wordpress,Neutral
workplac,Neutral
wth,Neutral
yrs,Neutral
zealand,Neutral
aaron,Neutral
abort,Neutral
aboutminut,Neutral
acc,Neutral
ada,Neutral
addit,Neutral
admin,Neutral
ador,Neutral
adv,Neutral
advis,Neutral
agreement,Neutral
aidan,Neutral
airlin,Neutral
alabama,Neutral
amanda,Neutral
amber,Neutral
amo,Neutral
anatomi,Neutral
aquã,Neutral
archuleta,Neutral
ars,Neutral
associ,Neutral
asthma,Neutral
ati,Neutral
atso,Neutral
attach,Neutral
ayr,Neutral
bac,Neutral
bagel,Neutral
bah,Neutral
balloon,Neutral
baltimor,Neutral
bankrupt,Neutral
barcelona,Neutral
barri,Neutral
basi,Neutral
batman,Neutral
bbi,Neutral
beard,Neutral
beyonc,Neutral
bicycl,Neutral
bik,Neutral
bing,Neutral
bleach,Neutral
bless,Neutral
blown,Neutral
bolt,Neutral
bon,Neutral
boob,Neutral
bookstor,Neutral
boooooo,Neutral
brekki,Neutral
brilli,Neutral
broadband,Neutral
brodi,Neutral
browni,Neutral
browser,Neutral
bullshit,Neutral
burbank,Neutral
cage,Neutral
campus,Neutral
canãâât,Neutral
canc,Neutral
cannon,Neutral
capac,Neutral
cape,Neutral
carbon,Neutral
carniv,Neutral
cbs,Neutral
cereal,Neutral
chao,Neutral
charl,Neutral
charli,Neutral
chee,Neutral
cheer,Neutral
chile,Neutral
chrome,Neutral
ciara,Neutral
cigarett,Neutral
cincinnati,Neutral
clarifi,Neutral
closest,Neutral
clu,Neutral
cobra,Neutral
coincid,Neutral
coldplay,Neutral
colin,Neutral
concept,Neutral
conduct,Neutral
consult,Neutral
costa,Neutral
countryâ,Neutral
coupon,Neutral
creep,Neutral
crim,Neutral
crimea,Neutral
crisp,Neutral
crunch,Neutral
curiel,Neutral
dancer,Neutral
daught,Neutral
daymay,Neutral
dec,Neutral
defo,Neutral
delici,Neutral
demagogu,Neutral
demconv,Neutral
den,Neutral
deplor,Neutral
devon,Neutral
dew,Neutral
digest,Neutral
ding,Neutral
disconnect,Neutral
discount,Neutral
disneyland,Neutral
dopey,Neutral
dot,Neutral
draft,Neutral
dragon,Neutral
drinkin,Neutral
drizzl,Neutral
duke,Neutral
dum,Neutral
eclips,Neutral
edward,Neutral
eff,Neutral
elvi,Neutral
enterpris,Neutral
entrepreneur,Neutral
equip,Neutral
erin,Neutral
estado,Neutral
eva,Neutral
exhibit,Neutral
expir,Neutral
fabric,Neutral
fal,Neutral
fallen,Neutral
fatti,Neutral
fetch,Neutral
fiction,Neutral
fiddl,Neutral
filthi,Neutral
firstday,Neutral
flow,Neutral
fog,Neutral
fought,Neutral
founder,Neutral
francisco,Neutral
fraudul,Neutral
friendster,Neutral
fromto,Neutral
fur,Neutral
gang,Neutral
gap,Neutral
gari,Neutral
gate,Neutral
gender,Neutral
glenn,Neutral
goo,Neutral
grumpi,Neutral
guid,Neutral
guinea,Neutral
guna,Neutral
hacer,Neutral
han,Neutral
happiest,Neutral
hardcor,Neutral
havemor,Neutral
hawk,Neutral
hayfev,Neutral
healthi,Neutral
hmph,Neutral
homemad,Neutral
hoodi,Neutral
hostil,Neutral
hyper,Neutral
hypocrit,Neutral
ian,Neutral
iget,Neutral
illinoi,Neutral
impati,Neutral
initi,Neutral
injuri,Neutral
injustic,Neutral
inmonth,Neutral
input,Neutral
inspir,Neutral
intens,Neutral
interrupt,Neutral
irish,Neutral
irrelev,Neutral
itand,Neutral
itouch,Neutral
ivanka,Neutral
iwond,Neutral
jacki,Neutral
jackman,Neutral
jealousi,Neutral
jerri,Neutral
joey,Neutral
johnni,Neutral
kardashian,Neutral
kay,Neutral
kenni,Neutral
kiddo,Neutral
kindergarten,Neutral
kit,Neutral
lappi,Neutral
lawyer,Neutral
leed,Neutral
lego,Neutral
len,Neutral
les,Neutral
limo,Neutral
locker,Neutral
lovetrumpsh,Neutral
lyric,Neutral
madr,Neutral
maker,Neutral
mandi,Neutral
manual,Neutral
mar,Neutral
maria,Neutral
marley,Neutral
martini,Neutral
mãs,Neutral
mash,Neutral
massacr,Neutral
maui,Neutral
medium,Neutral
mel,Neutral
ment,Neutral
methink,Neutral
minus,Neutral
mis,Neutral
missouri,Neutral
monica,Neutral
moor,Neutral
mort,Neutral
motion,Neutral
motiv,Neutral
motorcycl,Neutral
nah,Neutral
naman,Neutral
nashvill,Neutral
nat,Neutral
nbc,Neutral
necklac,Neutral
negativeahhhh,Neutral
negativeawak,Neutral
negativebah,Neutral
negativebumm,Neutral
negativebusi,Neutral
negativecat,Neutral
negativechillin,Neutral
negativechri,Neutral
negativeclass,Neutral
negativeconfus,Neutral
negativecrap,Neutral
negativedisappoint,Neutral
negativedown,Neutral
negativedownload,Neutral
negativedriv,Neutral
negativeeven,Neutral
negativeexhaust,Neutral
negativeheart,Neutral
negativehello,Neutral
negativehonest,Neutral
negativehot,Neutral
negativeisnt,Neutral
negativejus,Neutral
negativekid,Neutral
negativekind,Neutral
negativekne,Neutral
negativeknew,Neutral
negativemani,Neutral
negativenooooo,Neutral
negativeomfg,Neutral
negativeout,Neutral
negativepar,Neutral
negativerath,Neutral
negativeread,Neutral
negatives,Neutral
negativescrew,Neutral
negativeseem,Neutral
negativeslept,Neutral
negativesnap,Neutral
negativesomebodi,Neutral
negativespend,Neutral
negativethes,Neutral
negativetonight,Neutral
negativetraff,Neutral
negativeughhh,Neutral
negativewalk,Neutral
negativeweath,Neutral
negativewelcom,Neutral
nest,Neutral
Neutralaft,Neutral
Neutralagre,Neutral
Neutralahh,Neutral
Neutralanybodi,Neutral
Neutralawak,Neutral
Neutralchillin,Neutral
Neutralforgot,Neutral
Neutralfre,Neutral
Neutralfriday,Neutral
Neutralhmmm,Neutral
Neutraliphon,Neutral
Neutrallearn,Neutral
Neutralmost,Neutral
Neutralmoth,Neutral
Neutralnam,Neutral
Neutralour,Neutral
Neutralpretti,Neutral
Neutralread,Neutral
Neutralreadi,Neutral
Neutralsearch,Neutral
Neutralsometh,Neutral
Neutralupd,Neutral
neverhillari,Neutral
newest,Neutral
newyorkvalu,Neutral
nola,Neutral
nooo,Neutral
nowi,Neutral
nueva,Neutral
nur,Neutral
oblig,Neutral
onat,Neutral
onatpm,Neutral
onthi,Neutral
oop,Neutral
outi,Neutral
outrag,Neutral
overal,Neutral
oversea,Neutral
overtim,Neutral
owl,Neutral
pakistan,Neutral
panel,Neutral
partn,Neutral
paulo,Neutral
pea,Neutral
peer,Neutral
