sentiment,content
positive,"@skinnylaminx saw a whole lot of your stuff at Africa Joy Casterbridge Farm, White River in Mpumalanga.was quite thrilled to see ur stuff"
negative,Im am going to send some twits to some folk...............
neutral,Do you ever catch yourself doing something really really nasty in public and have to play it off? I do
positive,"A Don't Stop Believing remix? Sure, why not?  Sacrilege   ? http://blip.fm/~5jkpz"
negative,"@therecordlife wow. have a safe trip back home  and we're all begging you, please come back to bloomington as soon as you can!"
positive,Here why I like jeans  http://tinyurl.com/csbo8s
positive,"I hereby announce that I am... employed! Couldn't be happier, Alhamdulillah!"
positive,"@phil1612 download iEmoticons from the AppStore. 0,79ï¿½. But cool"
positive,"Oh my Gosh,so close to finishing my song! I can't wait!"
negative,Is Bored. Waiting Till 7:06 To Go Out To Tha Bus
negative,"@ruimoura dude, come on... at least rotate that motherfucker!"
positive,"I love the start to a fresh new week, 'tis when I am motivated most"
positive,Good morning my little twitternut squashes   How are you all today? whats the weather like where you are?
positive,@wendytgibson  happy Monday!
negative,"back,had a great MAD monday meeting tomorrow"
positive,Sleeeeeeeepy.... I'm off... Goodnight twitterverse!
neutral,@richardpbacon Good choice
positive,@SirLP  It's just because it's May the 4th.   May The Force be with you  etc.  You've got to know your Star Wars to really appreciate
positive,Can't help to look at my Twitter page and drool all over my custom bg: http://twitter.com/galvao
positive,Nothing like Charley Biggs Chicken @ 7:53AM
neutral,just got home.  errrr... V.Luna hospital is so far. :|
positive,Monday mornings couldn't exist if it weren't for some hot tea.
positive,@BMartha hello there!
positive,Happy #juddday everybody!
neutral,ONLINE!
positive,Good morning world.
neutral,@moonsgirl Be my guest !
positive,@erguncaner Thanks for the morning laugh. You are just too funny
positive,@apattys ... Yes.  That's what I said.
positive,"@WendyandJay Here we are!  Unofficially, of course, but we are providing all the info you could want for the Geelong Football Club!"
positive,first compree over .. completed the exam in 2 hrs instead of the alloted 3
neutral,@Anaalove yayy  you'll can help me im doing my english homeworks which i had to do during the holidays &gt;.&lt;
positive,So finally.. It's raining in Delhi
positive,@bigeyedfishie it was AMAZING!!! Had the best time  hope you had a good weekend too.
positive,Hello TwitterFon. I'm so glad you're back
positive,@shortyyyy It was only $8.00 for the curtain and the two rugs  it makes bathing exciting hahaha!
neutral,@Danderma always be your self and thing will go on without no problem and do you even try hard to be your self ... Just be ...and smile
positive,@lauraaaaah A group of people naked  woooh
positive,@taylorswift13 I wish I was in London to see you. It's like my biggest dream to meet you  iloveyouuu &lt;3
positive,"excited about CWPM tomorrow.. only one member is going but still , its a good start"
negative,"The old internet is fairly boring today, nothing new on it"
positive,@lizzieiscool thank you
negative,"I just arrived in the office.. I am preparing myself for a very busy day, listening Debussy.... those songs always makes me feel better"
positive,sooo glad im home  floridia was fun!! back in ATL. time to sleep....then back up to work!!! constant grind.
positive,@getkaizer thanks!!! it was a ballroom dancing competition
positive,"@RobPattinson_ I hope filming is going well  I'm new to the whole &quot;Twilight phenomenon&quot;, they couldn't have picked a better &quot;vampire&quot;!"
positive,hello thereeeeeee
negative,@dbdc LOL! I hate when that happens!! All hyped up and its over before you know it! Lunch sounds nice..hope you have a nice time.
positive,@KimKardashian i love you kim kardashian i watch your tv show keeping up with the kardashians ur blessed with good looks
positive,Off to bed. Only one more day left at school before i get to go on holidays. Yay!! Finally. I am getting sick of school... LOL!
positive,@thriftymommy - I enjoyed seeing EVERYONE that presented on Saturday at the Clark Howard event - Especially the 3 pre-clark speakers
positive,Just got to school. Goin to Cinncinatti Wednesday!
positive,I'm so pumped for the day!
positive,"@Dojie wouldn't that cost quite a bit, I mean flying pizza from China? Nice fusion idea I may have to experiment"
positive,@ChristineRabel ha ha surprisingly well considering!! Having a good time in the sun up in the mountains
positive,Good Morning Everyone. !.!. Time for work
negative,"@nm you're fine - trying to kill off the bots and retweets in a bid to be the least popular person on Twitter. Btw, who are you ??"
neutral,19 days and counting
negative,Killing people  no not realy O.o just bored although it does sound like fun
negative,"is @ school, we're gonna learn how to use skype"
positive,"The pushing has started, not long before a new #starwarsday baby is born"
positive,excited how the jon does will do today  Good luck guys ;)
negative,@gjr02 I can't work out if you're into diesel or rice burners.
positive,"@GeekySteph Exactly! Well, I'm off to pick my sister up. Speak laters! Enjoy your afternoon of pub and shelving!! lol xx"
positive,when living in Spain..you can NEVER take a hot shower for granted..luckily I have nice friends across the street
positive,@F1_lou hahah hopefully!  enjoy your day
positive,"@fredwilson I've heard of disgruntled investors, but calling you a &quot;hoe&quot;? That seems totally out of line"
neutral,check out this funny movie  http://tinyurl.com/d3qwar
negative,@greggrunberg http://twitpic.com/4jdtj - have a safe journey back home hope you come back soon
negative,"Sinus infection ): Damn brother. Anyways, Night"
neutral,watching intense amounts of gossip girl
positive,"@babygirlparis hope you have a great weekend,Paris"
negative,The geographY was an exam today!But turned out well  OMG on Wednesday will a English exam xD   I woul'd be very nervous...
neutral,@ChrisCuomo http://twitpic.com/4jf4m - Very interesting head gear. lol.
neutral,"@kennethruelan well, maybe you can always head for CNT. be sure to save some for me!"
positive,"@rowansingh Depends where your drinking, what your drinking, and how many mates you have. Joke fails"
positive,Think I'll go enjoy the sun's rays again...I LOVE being off work
positive,Been helping ex-student with Uni assignment via Skype .... gotta love a connected world. Now sudying 'game design'. Even better.
neutral,easties you can go there anytime
neutral,Has an hour left of revision
neutral,"Good afternoon all. Sorted technical glitch. A rainy BH monday so a lazy day, then daughters and their menfolk round for a roast dinner"
positive,"@death_by_spork haha I like it anyway, although i miss the spork in the pic... where did it go?"
neutral,Retweeting @GearDiarySite: Win an AT&amp;T Pantech Matrix Pro http://tinyurl.com/d56mqf - it's easy to enter! so go do it!
positive,Good Morning...hoping to throw back some coffee like right now!
positive,"@afwife08 Good Morning, good wakeup music"
positive,"Hoisin duck pizza, salt and pepper pizza and gelato for dinner with Edmund and Jade. Good times!"
neutral,@phomor You cant put off age but you can put off grumpiness
positive,@mylestones At least it's big enough my 20 month old won't find it and swallow it before the 3 yo and I track it down!
neutral,My 11y/o daughter and I have just had the kind of argument I don't mind having - over who loves the other more
neutral,safari 4 beta OFF / firefox 3 ON =
negative,@rossyflossy haha i get my senior license next friday!!!!
positive,"Reinstalled Ubuntu on my laptop, this time using ext4; the new filesystem. System boot time, from GRUB to full operability: 30 seconds"
positive,"@williamfdevault i've sent a twitter invite to poet friends, i'm hoping they will come poetize, would love 2 see more poets here  #poets"
positive,"@JustinBazan Maybe because you got in 4 hours ago from an awesome night? Nah, that can't be it."
positive,@whatswithinu I'm very much in tune with your words today. Thanks.
neutral,"Strong winds. More than than the rains, I'm ready to embrace darkness that accompanies even a drizzle. Such a pessimist"
positive,@pleasebemine australia gets may 4th off! enjoy it
negative,@sir_benzo the first step to recory is admitting it.
negative,is going to her last full day of school. life is good.
negative,i hope unni will make the audition . fighting dahye unni !
negative,"Hey, im chillin right now, gettin ready for school   Mohawk Kidd"
neutral,http://twitpic.com/4jffz - Haha.. This is me! In my bedroom.
positive,@plc sorry  you wouldn't believe how much feedback we got on that menu bar icon.  the next version will be a lot more subtle
positive,@thurstyturtle HA ha - how much?  Thanks for starting to follow me.
positive,"@nkangel74 wow, Germany, that would be fun! If I could just meet them, just once, I would be good."
positive,@nhoustonreed Hi!! How are you? You're an amazning actress  Greets from Slovenia
neutral,"@mizzannabel im not a supermodel, i still eat mcdonalds baby thats just me!  xxx"
positive,Hey everybody!  hah this day is cool! just got back from walk with the dog... @klaudialorincz OMGosh! Send me the link again please!
negative,I'm bored of being lazy.  Away to shower and go out!
neutral,my portfolio v2 uploaded! any comments and feedback are warmly welcomed!  http://www.maxiin.net/
neutral,"Today starts grooming academy, wish me luck."
positive,"@JanSimpson good afternoon, hope you have a great week"
neutral,Mattcutts.com: Domain Umzug und neues Design http://redir.ec/iF2b ...
neutral,"@BecaBear P.S. Culled a handful, esp followers (spam ones with NSFW links that I did NOT click on). You made the cut though"
negative,i deffinately need to clean my bookbag. but no time! i need to leave in the next 5 seconds to not be late to school. ...oh well
positive,@taylorswift13 http://twitpic.com/4gnlp - THAT IS FANTASTICAL
positive,@goldenboyluke  be sure to go by my blog today    -  and check out your friends - I bet you have some new ones today!
positive,"@msstacy13 Well, thanks for thinking of me! And if you ever do get the scratch for one, well, I'm right here!"
positive,@MrMarketingMan Thanks for the movie review!
neutral,@patgarrat657961 Thanks for that
neutral,"Just left Brooklyn going uptown for some latin coffee with a dollar sandwich, can't find that in downtown Brooklyn, where Brooklyn @"
positive,"@AprilAMiller Its 5:30 in the evening, sunset time"
positive,What a nice young guy at dunkin donuts let me go first
positive,Just checked email and got a follower withb same name as me living in Oz. Welcome on board my alrer ego @changa13
positive,Our Christian mobile directory is running! Just a month old  Visit http://tiny.cc/caribdir
neutral,"@neo_indian hehe very true  but you've got the color advantage, which the complete americans haven't"
positive,Me and the calculator made lots of little algebra babies today
neutral,@ruimoura it took me months to understand your avatar
neutral,"@rebecca_leigh Thank you,!  Just trying to stay in a positive head space to keep pushing through it all. How's things at your end?"
positive,back from school  daily show was amazing  gonna watch it again later i think xD
positive,"@AlyceMadden why arent u famous already? lol you have a very adoring fan, that fan would do anything for you hehehe, im you no.1 fan"
positive,@LittleFletcher Can you come with the guys to Brazil? We'll love if this happened!
positive,"whats on my head now?@mileycyrus whats on my head next?@mileycyrus whats on my head later?@mileycyrus so yeah,thats pretty much it"
positive,@joycsc - THANKS ! My motivation is returning at about the rate I'm inputting coffee  !
neutral,"@zaroi Dammit, you beat me to it"
positive,@gay_emo_zac and a good morning from france to my zaccie
neutral,i have never seen Wall-E. i am confused because i had no idea what you guys were talking about... hehe!  now i do though!
positive,EVERYBODY WELCOME @purpletonic!!!  Hello Nicole ;)
neutral,it's still the 4 am hour at home and my day has begun... gonna drink a lot of coffee today.
neutral,Through the Fire and Flames - Dragonforce
positive,"@petecooper Happy anniversary to you and @fluffymuppet! Hoping for many, many more. All the best from all of us"
positive,is off to work ... still &quot;recovering&quot; from an amazing and beautiful weekend. Have I mentioned how incredible my friends are??
negative,@joshtastic1 so you are like the rest of us on this miserable bank holiday.then LOL
positive,installed the iNav iBlue v2 Theme...gives a fresh feel    http://twitpic.com/4jfg4
positive,"I know people say that power naps are good for you all the time, but I kinda always miss the alarm"
positive,Funniest desktop ever: http://mobypicture.com/?ee2ij3 this way I can see my collegue.
neutral,@SarahJAnderson Skinny dipping with work colleagues?!  Maybe not.  I'd never live it down with this lot!
positive,@HayleyTxxx hey!  YAY! thanks!  wow ur page is awesome!!!!!
neutral,@PhilKSpencer Thanks 'Mckenzie'
positive,@mikedignammusic coool thanks a lot  xxx
positive,@nessie111 playing man utd.kick off 19:45.champions league 2nd leg.lol
positive,@Lathams they do indeed  glad to hear everything is good with you. I'm great  life is good
neutral,@kbeilz Already got my ticket; thanks for making sure though!
positive,@lauraduhaime Hello How are you
positive,Morning all! Have a GREAT DAY! Off to school I go
positive,Buying my first mac
positive,@JessClarke as a proper journo I would have to agree with you 100%!
negative,@iamSteveZapp I've noticed!  enjoy another rainy day!
negative,@AngryYoungMan2 Thought you might be interested in @TweetPhoto http://tweetphoto.com. See who's viewing your photos!
positive,Recording an acoustic track! For you sexy kids!
negative,@alxconn Sorry to hear that.  Keep the faith though.  I might not be as bad as you think.
neutral,@squink - It is supposed to be an unrelated (story-wise) new part of the Fallout series they're working on... Only the name is out
neutral,@_AislinnTighee yeah. you're really annoying
positive,@melmcmahon I have a great house to sell you!   Comes complete with a riding mower!!
neutral,One liner movie reviews  http://bit.ly/18zd0k - can you add more?
positive,"Sitting in a shadow of the tree in the heart of the city listening to Panic!..waiting for the bus  thanks,wind,for being so pleasant a ..."
positive,@filmfinancier Cowboy westerns...haven't seen those in a while. good luck
neutral,Good morning my fellow tweeters
positive,@torenheksje Thanks for the Retweet!
positive,i'm done.haha. HOUSE MD marathon ulet
positive,@leifreak8 Hi Miss.  Isabelle here. :]
negative,"@Holger_bbA Ooh, nice  Well I guess not nice at the moment, being windy and rainy. But I like rain"
positive,@dizzybunny. Haha. Rite. Im freeeeeeee. Britneys spears listenin time.
positive,god assignments are stressful ! but its finished now lol and im off to bedd
negative,@baknitter haha IE...it's expensive!!!! Hm...let me message you later
positive,putting up a half naked dougie poster  i love sugar's ladmag
neutral,@brb022 i would prefer 1 more monday
positive,@kg86 aww.. thanks bro!  glad I got u active on twitter!
negative,Is watching the final Underbelly
neutral,@EvLynn Keep trying...taking texts all week long...
positive,Off to England during the summer holidays this year.... yay!
positive,Peace! Good morning
positive,It's Raining!
negative,@Rhonddalad yeah hun it was a good night  my ankile is even more fucked now tho
positive,thankful for the rain for our garden! The kids and I are starting on our gardening lapbook (thanks Heidi  http://www.lapbooklessons.com/
neutral,Do you guys like fish sticks?
positive,i bought a Italian horseshoe charm. Dragon! it seems to be very strong
negative,getting my phone back this week  yeeeewww
positive,Lying with my new lab pup on my lap
positive,@katherine_kelly PJ days are the best days
positive,@BrunnaXO don't be worried! I'm safe and sound!  &lt;3 you!
positive,HAD SO MUCH FUN TODAY !  i love alyssa arellano and mika reyes ! :*
neutral,Tea at lee rosy's
positive,Good morning! It's going to be a kick-butt day!
negative,"@agriggs8 is what it takes, I am soooo dragging his ass up there!"
positive,morning sunshiines
neutral,"@shebunny yes I am, do you want to meet?"
positive,Off today! No wonder I love Mondays!  Movie theatre....here I come.
neutral,@keza34 hi babe how you doing
positive,Very good morning! Coffee and a taylor swift cd starts it off
positive,Gonna try to get a couple hours of sleep. Love going to bed at 9 am. Later Twitter
positive,About 60 again todayy yayy!!!
positive,"staying afterschool today  not that i have any &quot;friends&quot; on here - but if i did , i'd tell 'em to text me ! lol [ likin' us &lt;3 ]"
positive,@Dayteed cool! Linux?
positive,Happy Star Wars Day everyone! May the 4th be with you all  xxx
positive,@MasterSavage everythings fine now
negative,@inkspotworkshop he'll be 3 in july! I'm just soo stoked!!!!  Especially since he sleeps with us LOL  He refuses to wear diapers anymore
positive,"Good morning, everyone!  Just finished breakfast, and getting ready to see what this wonderful day has in store for me!"
positive,@thereisaseason It's fun to see that glimpse of your life
neutral,@jazzwerewolf lol. i get about the same reaction when i mention my new goal - kona triathlon now that boston marathon is done.
neutral,@Love_Idol Looking for a new SMS sending solution? http://promotion.itagg.com Get ï¿½6 FREE SMS with every iTAGG!
negative,@ankurb Just kidding! Don't go around quoting me
neutral,@bnycastro til the next asaran
negative,@MisfitDior good morning misfit *passes you Tylenol*
positive,@CBmagazine thanks for the reminder. Hope all have a great time
neutral,http://twitpic.com/4jfkw - AFC! Oh yess
positive,I am watchinggg the new video of @VVBrown Its sooo good  Addicted!
negative,Done with FNR on Fox Charlotte. About to record online commentary. Find it at www.myfoxcharlotte.com under Rising tab. Great team @ FNR
positive,coffee. gym. studio.  story. of. my. life. these. days.     so grateful.
positive,@KimberlyCouzens I love these clutches! I'm lusting after one in bright yellow
neutral,off for a run. moon-day is not that bad after all...  #fb
neutral,Check this video out -- Bylaurenluke ~ Make up Launch~ They are here available now   http://tinyurl.com/cudamo
positive,@taylorswift13 I created my account just to get a chance to chat with you (: I ADMIRE YOU! you're amazing! you inspire me to write  &lt;3
negative,"@anthonyqkiernan Ha! PC and router have been off and on again many times, I assure you.  Funny thing is the laptop and phone connect fine!"
positive,It was worth it
positive,thinks that the limit of 140 letters is really not fair. 300 + would be better
positive,finally off  now the day starts 2 be nice...maybe with a nice ending ;)
positive,i hope that everyone has been having a great week.  let me know if you think im crazy for hating coffee XD.
neutral,is currently watching supernatural whilst waiting for skins to come on
positive,@Dez4jc @goldengoodas thanks hun!! I'm working hard over here...  thanks mama!! I yuhh you!!!
neutral,"whoa, I've got to go to bed, night!"
positive,"@DavidArchie Hope you find a nice and healthy, also cheap, breakfast!"
positive,"@jurgen If you see it at Nova on a Monday, tickets are only $8"
positive,Reporting form IIT Delhi : Rains just started here..Picking up speed...Providing welcome relief to all hostels!!
positive,"@llauren_ having a very lazy day, playing xbox and drinking tea"
negative,@swbuehler don't let him hear you
positive,Feeling loved!  My Mom got me a Nikon Cool Pix for my birthday!!!!
positive,"Dear Daniel, good news from Nintendo! They want you as a potential Lotchecktester! Hoffentlich wirds was mit der Stelle"
positive,I'm feelin aiden today!  on the bus now  Die romatic!!!
positive,Happy Star Wars Day everyone! May the 4th be with you
neutral,"@danalar  Yeah, I posted it in the news blog yesterday."
neutral,"Just noticed the new sidebar on twitter.com, looks nice"
positive,First Day at the new job! Yeah!
neutral,@MocityTwit g'mornin
negative,i wish i could take my pillow to school. dead serious.
positive,@ddlovato i wish i was there! but i live in holland ): but i'm going to see you in paris
positive,@Nicurnmama Thought you might be interested in @TweetPhoto http://tweetphoto.com. See who's viewing your photos!
positive,lookin forward to liverpool 2mz
neutral,@cUtEgUrLie Boring? What?! Ugh!!!  come back to of then!
positive,@taylorswift13 guess what i listened to love story 425 times on my ipod. You evil woman youve taken over my life ! Lol
negative,@iveland don't know it really hurt my arm. guess you have to booze me.. or just ask @hpeikemo or @erlandwienke if you don't believe me!
negative,Located &amp; ordered a new cooker today. Feel I've got a real bargain from http://www.laskys.com  ï¿½80 cheaper than the place I almost used.
neutral,Download movie  &quot;A Good Day to Be Black &amp;#38 Sexy&quot; http://tinyurl.com/ckmkul cool #movie
neutral,Morning back to all
positive,"@ThriftyGambler there are three broody ones atm, I have a china eggs under them to keep them happy ish"
positive,@Alrady40 Thank you  That's really of sweet of you!
neutral,@tsarnick OH! Jonas Brother's 3D movie comes out next week in Kangaroo Land  I missed it when it was here.
positive,"@ddlovato I'm sure it was amazing  Wish I could have been there :] You're an incredible, phenomenal, amazingly talented singer"
positive,Happy Monday!  Lots of little things to do today!  Tried to water plants out front very early in jammies! Got caught by two neighbors!!
negative,last class at 10:30. One final tomorrow and 2 finals on friday!
neutral,@ChownTown  I think the pool bit has the possibility to become an Internet SENSATION!
negative,"@skrobertson thanks  i have to finish schoolwork today, no rehearsal tonight though. what ru doing?"
negative,"i am sleeepyyy. today = busy. work 10-4, library, class 6-7:20, tanning, packing, bit of sleep, atlantic city airport, myrtle beach"
positive,Well not JUST making dinner making dinner with WET HAIR!
positive,@tweeterdiva It's easy.....just turn your keyboard upside down
negative,is pretty dang tired. but chambers class is for napping.
positive,Saturday is Partytiiime
neutral,having my dinner. eating bangus.  it's a fish.
neutral,Morning!! how is everyone
positive,"Dinner with Ali tonight celebrating her first day at the new job, will be near Trader Joe's, might just have to stop in"
positive,oh yes! Level 40
positive,on a better note.. smile if u have something to be thankful for..
neutral,Btw that song is you'll always find ur way back home by hannah montana
neutral,@hot30 see u bye see u!  i love the hot30
neutral,Good morning tweeps ... wishing you all a great day
neutral,"@mohandoss based on future AND FORGETTING / IGNORING  present, who is the best keeper according to you dhoni or parthiv"
negative,"@podagraph Wait a min, u pretty much home til u jump the pond? I have 1 wk 2 go. If I could find a cheap flt  It's a thought, haha."
positive,@tommcfly I just read online the article you mentioned..meh.  I am very happy to be stuck on you and the guys--just try and get rid of me
positive,"finished work @ midday, had kiddie dinner ... now have no get-up &amp; go ... ah well it's bank holiday!   #fb"
positive,starting the video editing of the first spanking movie we did with Mina ... it will be added to the next update
positive,"@Chaos33176 What Makes Me Happy? My Daughter, My Family &amp; Their Support, Money, Shopping, &amp; Restaurants"
positive,"@Hyperopia afternoon! u've got a new pic, nice specs"
positive,@catdog03 Do I seem brighter &amp; more colorful?
neutral,Do you know what's my best tactic? My best tactic is to just go with the flow. And you don't care.
neutral,"@MadHat76 Or maybe I joined you in denial. Either way, it's the best way to deal with Monday."
neutral,@pratikjain4 welcome
positive,Eating an apple... for once in my life!!! Thought you would like to know
positive,Good morning  hope u all have a great day
negative,"@pob34 done pots,had lunch now eatin chocolate.LOL"
neutral,@KablesO I try my best
positive,@marteyo ahahaha okay deal  now i only have to snuff hermione out
negative,Shoutout to Reyah my fellow Philly homegirl we're both making the best of hard situations  (PUSH) pray until something happens.. much love
positive,mufasa!!!! warriors or the OCEAN!  hahahahahaha
positive,@RickGriffin oh! so this could well be your last post!
positive,Can't wait 2 hand in work tomorrow then im practically finished for the year  yay!!!!!!!
positive,@KalvinClein hey! thanks for following  how is it going?
positive,@Lena_DISTRACTIA Good morning.
positive,@gorgeousgg yup!! even though its a lil rainy out lol hope ya have a good day
neutral,@babygirlparis Ten bucks says I know where your going and if it's where I think it is....let me know if my boulder is still on the beach.
positive,@rissiapriyahita @zanidia @clarixxxa thanks udah di follow
positive,@powerseller thanks
negative,so tired after work...but i have King's Bounty Add-on and A Vampyre Story for a evening  and X-men comixes is completely donloaded
positive,@GothicVampireQ yessssss wore myself out this weekend planting my garden and working
positive,@sengming whoa steady there mate don't fall down
negative,I just used UnTweeps to unfollow 5 Tweeps who haven't tweeted recently. http://untweeps.com. Goed idee @Loesje
negative,"Doing homework , and then , BBALL!"
positive,Thanks so much for following me here too  I will keep you all up to date as much as possible on my makeup line plus all new collections
positive,Feeling much better  Doing History Research.
positive,i loooooove bank holidays
neutral,"and it's off to work I go, only 9.5 days until the kiddo's finish"
positive,good morning twiggas and twitches  http://bbltwt.com/sciif getcha motivation on
negative,not ideal bank holiday conditions.. a little over cast and rainy but perfect for a lazy day with a dvd
positive,@ddlovato Pleaseee Give Me A Shoutout  Love Georgia (UK)
negative,I wish i had a smartphone with an irc app. That'd be pretty cool.
positive,"@shanellelee OOooOO -- no, I have not! Glad to hear it was incredible, though! I still have it bookmarked to try sometime"
positive,@FakerParis A little tired but gland its bank holiday here so i can have a lie in
positive,@FatDaddySweets YAY! Busy is good
positive,"@LCLaurenConrad the new series of the hills was on yesterday in uk , it was amazing! you looked really pretty on your birthday too."
positive,@Dreaming_awake GOOD MIDDAY.
positive,&quot;Brides a la mode&quot; pow wow first thing this morning   This past weekend's lovely wedding fresh in my mind... pics soon!
negative,@Stephanie0285 So...I was half asleep when I wrote the previous message. Greatest friends !!haha  You are!!
negative,@oliyoung
neutral,Making a twitter account
positive,picture to burn - taylor swift!    great song!
positive,"@kariannanas hahaha, I was busy, now I see what I replied to you! Yes that is true"
positive,@Tuna one day I hope to retire to one of his floating islands
neutral,Watching good morning america
neutral,Long night ahead.
neutral,wee. done with advance audit paper
neutral,@chrisredding Mornin'
negative,&quot;Friends are the same soul different bodies.&quot; Plato
negative,"Just got home, doing art all day.. i want to be in a film"
positive,14:14 .. someone is thinking of me  good luck to lynny and her tattoo ;)
positive,waiting for hubby...wake up!!  had entirely too much fun wit tha seester last night
positive,Bank holiday in London! woohoo
negative,@elsekramer  Yeah the spammers are discriminating: none of the females  are part of the target group apparently
negative,Trying to figure out this whole &quot;Twitter&quot; thing! Thanks Scott &amp; Allison...now I can't concentrate on work
positive,Yes... today is Star Wars Day!    May the 4th be with you!
neutral,waching gray's antomy
neutral,@docdolly you have a plurk account too?
neutral,Anyone of you Indie heads know what Donie from The Hassle Merchants' surname is? @unarocks @nialler9 @karlusss Help. Need for copy.
positive,"@Frozen2theSword YAY! Hope your day at work is wonderful, Sis! We have a Bank Holiday in England today so everyone is off work"
negative,getting ready to preach at church this sunday...first time back in over 6 months....especially for mother's day
negative,10.11PM~ todays a drag for me. so bored. im about to get into the romance book so i prob wont be on til the morn  night twitter babes ;)
positive,",.. oh the Mint Lounge ...AWESOME night"
neutral,"@obsidiantalon Well, at least you wont be late!"
negative,@LaBarceloneta Haha!  I'm convinced you'd be great at it.
neutral,just thought of a spanish name that she will pretend to be one night out: Ariella Gonzalez. like It? don't care because i do
negative,@JArmintrout love your books
positive,"@ddlovato You're one very talented singer, dancer and actress. Love your songs. I look forward to your next album. Cheers from the East!"
positive,"@GatorBat44 What you said about aj made no sense,hahaha. What were you talking about? And I loved that picture of you and colin!"
positive,Early monday cramming... yay. Only a few weeks left
neutral,@goebicyu Thank you very much for the Follow. I have re-followed you also
positive,"haha moms back today from a weekend away , her first words, ' whys the house so dirty?' i love life .."
negative,"Working on a bank holiday, but I don't mind - it's all good fun"
positive,Sitting with sabbeth in first period.  buhahaha we are so cool -sabbeth lmao
positive,"A sweat sweat deal? I thought he was sweet... It starts with pronouns, and then moves onto spelling Trentles.."
neutral,learning french @AnneSchroeder19 funy school-day today  don't be mad about english :*:*
neutral,@I_Wanna_Be Well who can argue with Gibbs and win? :p Finally.. Someone who knows Gibbs n Tony!
negative,On my way to school not feeln this rainy day at all.... But I had lots of FUN this weekend  ....
positive,"@LchangetheworLd No, i dont think its bad. And its very well edited, too."
negative,watching old skool fall out boy vids
negative,@Wossy Get a dachshund they are awesome at getting stuck in silly places I should know I breed them!
positive,afternoon. have the first rehearsal with this (extremely talented) singer-songwriter today. wish me luck
positive,I've just bought 2 tickets to see the latest show of Gad Elmaleh. I'm so so happyyyy  http://bit.ly/YGPDd
neutral,@iamlauren its never-ending
neutral,"http://twitpic.com/4iw0x @JerryKontur @rvitek @carolwingert @Weidling @joereist Thx all - it's a 3k capacity, bought second hand"
neutral,T-bone's gone to sleep... Think we're gonna join him
negative,@Joestains That's great to hear!
positive,Day 8 of the 30 Day Shred and Day 5 of Special K Challenge... I feel fantastic.
neutral,"Zen-related stuff: &quot;Go with the flow.&quot; Very easy to accomplish - it started to rain, so the rain will flush me away"
positive,@catephoenix I'm thinking you deserve an award. A big shiny one.
neutral,@DanaBrunetti I'll give you directions from HJAIA to Covington
negative,Watching 5 children and it.  i really should be studying. I'll start soon :[
neutral,@nakedxa ok.. take care
neutral,just completed button hunt 3
positive,good evening. enjoying vacation eventhough it is boring.  pray for david cook's brother. rip.
negative,learning for school now ...
negative,@kittyfisher Are they both still talking to you then?
positive,"@wanderinghope hehe, thanks! that had everyone in my class laughing too."
negative,@stanleyyork in that case.. that's a stupid move  I thought they were being B-A
positive,"@c1ndyy Yeah, it's good! If you're not going to use it, give it to me! I want to watch Star Trek"
positive,@Nalora Good morning  It's raining here.
positive,"Missing my husband, but it was nice to wake up in my parents' house. The dogs are ecstatic"
neutral,@MarkIsMusing  - I always appreciate your &quot;musings.&quot;
negative,"About to go to school to help my mother set up for Teacher Appreciation Week. How ironic is that, Natalee?!"
neutral,"@miss_anekie ok darl, i will suggest you to the MUA (Tracie Weaver), as she'll be making the decision"
positive,@ThiagoAcquaviva You're such a sappy little fellow!  Thanks for all the well wishes. I'll need them. After today I have one more exam.
neutral,Good morning.
positive,@Grace_Coppinger nope  day off sleep time ha
negative,"first year in ages where i'm not going to the crafty raft :O i don't mind though, i don't even like the crafty raft"
negative,@leannarenee hope sequel edits go well   me and my notebook will be looking for a place to sit after pt ;)
neutral,@AshOz Will try to make it there at 6:30pm
positive,Loves the Mr. oh so much these days!!
negative,"me, here again!"
positive,damn... long shift tonight... I really should sleep but I'm not tired. Had a nice talk with Jon after work  Gotta love that boy!
positive,@mumphlett  a good girl nevah tells hahahahaha! hope you had a good weekend
negative,Yeah yesterday I turned 16. My parents rented me out a hummer limo. It was pretty cool
negative,Happy Monday tweeples... hope it wasn't to hard to get out of bed and back in gear!
positive,"@coleb2 yeah, getting shows can be an interesting process.  the key is following up... at least that's what i've learned so far"
neutral,@smartinez I'll be at the new movie showing at the franklin on Thursday night.  several of the SLA faculty will be in attendance.
neutral,Back to (house) work now
positive,bought my dress yesterday!!  Only 12 more days til Chris is home. So excited! Gavin has his first tooth
neutral,is tired. And turning off the Internet. You can play on it in the morning.
positive,@misskittymarie yeah Tila is a little cutie and a little nutty but then so am i and my sweetheart she thinks she cute too
neutral,"Its a damn shame they wont let the little one play slots, she is LUCKY"
negative,"if i buy the petit financiers under the guise of a gift for someone else, maybe then i won't feel guilty about eating them."
negative,Sometimes people never learn to shut up and stop talking shit
negative,@training...
neutral,I am gonna hanging out with my friends  luvin jonas episode 1 ..
neutral,May the forth be with you .....
positive,@CharlieCurve Wait - cool AND a sliding door? That's an oxymoron.
positive,@jehllai hahaha my boyfriend! yeah he looked so different there... but he's so cute... i so want to watch the movie...
